failure,smart_1_raw,smart_5_raw,smart_9_raw,smart_194_raw,smart_197_raw
0,168524931,0,25997,20,0
0,17435104,0,6465,25,0
1,895905,0,30351,21,0
0,38498488,0,8153,24,0
0,0,0,937,28,0
1,51842968,0,9945,29,0
1,208506371,0,16939,20,0
1,0,0,18115,31,0
1,0,0,19832,30,0
0,0,0,369,24,0
1,0,0,16995,32,0
1,0,0,21131,32,0
0,0,0,32529,34,0
1,1,0,17418,24,0
0,3473465,0,15750,24,0
0,0,0,32497,30,0
1,184485528,0,10242,25,0
0,151706366,0,31236,23,0
0,0,0,18759,22,0
1,0,0,14035,27,0
1,0,0,14035,28,0
0,2,0,34998,26,0
0,1,0,14035,26,0
1,94753976,0,30904,28,0
0,0,0,14035,26,0
0,0,0,14034,30,0
0,0,0,14034,30,0
0,0,0,14034,29,0
0,56,0,7264,26,1
1,0,0,2043,31,0
1,0,0,16317,24,0
1,142432976,600,8205,26,0
1,0,0,14034,28,0
0,41800600,976,6047,26,0
1,107437536,0,7134,23,0
1,66019073,0,17321,23,0
1,112988062,0,31242,23,0
0,16187736,0,10492,21,0
0,0,0,24207,25,0
1,59550776,0,10442,24,8
0,0,0,11298,27,2
0,0,0,18726,26,0
1,0,0,14034,28,0
1,131073,0,22031,25,0
0,0,0,938,29,0
0,0,0,18405,36,0
1,0,0,18285,30,0
1,0,0,14034,29,0
0,65539,0,14034,29,0
0,131674729,0,1420,35,0
0,116531008,0,9017,29,0
1,189970064,0,6465,23,0
1,0,0,21152,30,0
0,0,0,36221,27,0
1,37174337,0,30351,18,0
0,95619371,67,29728,22,0
0,0,0,24547,26,0
0,0,0,14034,30,0
1,0,0,914,26,0
1,62123224,0,9249,21,0
1,0,0,14034,29,0
1,0,0,17421,33,0
1,0,0,19825,32,0
0,235495416,0,5091,24,0
1,0,0,17838,32,0
1,1,0,22164,25,0
0,0,0,12047,29,0
1,0,0,14034,26,0
1,0,0,14034,29,0
1,0,0,14034,29,0
1,0,0,17370,24,0
1,0,0,18002,33,0
1,0,0,19417,26,0
1,60107016,0,4187,29,0
1,0,0,14034,29,0
1,0,0,1740,28,0
1,110888064,0,5013,31,0
1,0,0,19417,23,0
0,0,0,17394,23,0
0,9232228,0,28482,24,0
0,37051617,21,27185,25,0
1,0,0,17418,26,0
1,0,0,18722,25,0
1,0,0,14034,29,0
0,30144721,0,29026,24,0
1,0,0,18784,31,0
1,0,0,14034,28,0
1,46531440,0,5982,23,0
0,0,0,14034,29,0
0,0,0,14034,28,0
0,180296144,0,4785,28,0
0,0,0,21951,25,0
1,0,0,1702,27,0
1,54976816,0,10492,20,0
0,0,0,13955,27,0
1,31921336,0,2496,26,0
1,0,0,4457,25,0
1,155493120,7,32913,31,0
0,0,0,2046,29,0
0,178173656,0,5035,23,0
1,126244560,0,10442,27,0
0,0,0,2046,30,0
1,0,0,11310,27,0
1,0,0,19276,33,0
0,0,0,19833,28,0
1,0,0,1735,25,0
1,157000872,0,8505,23,0
0,240111104,0,9284,25,0
1,33937680,0,30056,23,0
0,0,0,7290,31,0
0,163458144,0,5030,23,0
1,55050840,0,6713,21,0
1,0,0,13937,28,0
1,51835197,206,28858,25,0
0,15270739,0,13936,28,0
1,0,0,18759,22,0
1,262149,0,11331,30,0
1,0,0,937,29,0
1,262151,0,22138,26,0
1,1,0,18117,31,0
1,27722376,0,6658,21,0
1,174160024,0,2314,27,0
1,0,0,940,32,0
0,163923744,0,6639,23,0
1,0,0,13936,28,0
0,2,0,18794,22,0
0,1,0,17873,23,0
1,0,0,13936,29,0
0,91016384,0,8160,25,0
1,173871328,0,8205,22,0
0,2752592,0,13936,30,15
1,201060560,0,5930,19,0
0,99079705,0,31561,21,0
1,3014686,1,24794,27,0
0,123122020,2,32947,28,0
1,5592433,50,12640,30,0
1,0,0,11659,24,0
1,93695269,0,30041,21,0
1,102119420,15,27206,25,0
1,0,0,13936,30,0
1,235215375,0,8583,21,0
1,0,0,19275,35,0
1,0,0,914,28,0
1,203885888,0,6540,25,0
0,196616,0,24794,28,0
1,0,0,13936,28,0
0,9,0,10389,33,2
1,0,0,13936,28,0
1,215136216,0,5013,32,0
1,0,0,7569,28,0
1,0,0,21058,23,0
0,73535520,0,9637,30,0
1,0,0,12067,25,0
0,108188360,0,8090,25,0
1,0,0,11925,25,7
1,0,0,13936,30,0
1,0,0,13936,31,0
0,0,9,16994,30,0
1,0,0,9025,28,0
0,0,0,7018,19,0
1,0,0,914,28,0
0,0,0,17614,24,0
0,155698024,0,7638,26,0
0,0,0,16997,28,0
0,524303,0,17250,30,0
0,0,0,35189,29,0
0,0,0,12047,24,0
0,0,0,19276,28,0
0,0,0,23262,30,0
1,0,0,19263,30,0
0,0,0,17417,30,0
0,209864173,0,20848,29,0
0,0,0,17154,32,0
1,5,0,36749,34,0
0,55252030,0,18114,18,0
1,0,0,20785,27,0
1,0,0,941,30,0
0,206044528,0,8528,20,0
1,0,0,20438,32,0
0,50120856,0,6650,28,0
0,238411081,7,33385,32,0
0,0,0,11098,28,0
1,94447912,0,10483,26,0
1,0,0,13936,29,0
0,4,0,35277,30,0
0,50565041,14,12676,29,0
1,147995656,0,5064,25,0
1,0,0,13936,28,0
1,196622,0,24793,30,0
1,129369950,0,25757,23,0
0,16,0,33391,25,0
1,0,0,17421,34,0
1,0,0,13936,28,0
0,55203084,12,33378,30,0
1,0,0,13936,27,0
1,1,0,11935,23,0
0,0,0,16994,30,0
1,0,0,15773,25,0
0,0,0,938,29,0
0,164033321,0,30930,26,0
1,0,0,21781,33,0
1,0,0,13936,28,0
0,1,0,36227,34,0
1,0,0,13936,30,0
0,0,0,13936,29,0
1,0,0,17837,31,0
1,22,0,35242,23,0
0,131072,0,24794,31,0
0,76981960,3088,5035,20,0
1,0,0,11300,26,0
0,223325322,2,34361,27,0
0,0,6,17394,26,0
1,0,0,35331,17,0
0,0,0,18835,29,0
1,199146472,0,5035,25,0
1,0,0,13936,28,0
1,0,0,1702,28,0
0,0,0,13936,28,0
0,1,0,22163,29,0
1,57117464,0,9637,25,0
1,36988064,517,30924,28,0
1,0,0,13936,29,0
0,92117496,0,31222,25,0
1,12085672,0,9020,28,0
0,0,0,13936,30,0
1,0,0,19275,34,0
1,162163646,0,27895,20,0
0,175933020,0,346,29,0
1,0,0,11299,28,0
1,0,0,17873,27,0
0,61418284,14,29022,28,0
0,196608,0,18115,30,0
0,0,0,11331,28,0
0,0,0,13936,30,0
1,0,0,15755,27,0
1,2,0,22163,29,0
1,0,0,13935,31,0
1,0,0,13935,30,0
0,153119136,0,3536,27,65528
0,0,0,18405,30,0
0,0,0,13935,32,0
0,146531576,0,8206,26,0
0,93140056,18,27199,20,0
1,2,0,13925,30,0
1,12073528,0,8505,24,0
1,0,0,13924,32,0
0,0,0,13924,30,0
1,0,0,13924,30,0
1,0,0,13924,31,0
0,130063616,0,4548,17,0
0,0,0,21058,25,0
0,215685808,0,5233,23,0
1,167313440,0,5020,26,0
1,0,0,13924,31,0
0,0,0,13924,30,0
0,77695992,0,7652,26,0
1,0,0,15772,26,0
0,0,0,13924,31,0
1,0,0,13924,31,0
1,0,0,1756,27,0
0,226808757,46,27182,32,0
1,0,0,18117,32,0
0,234270183,2,29806,29,0
0,131075,0,22164,26,0
1,165554883,0,1490,21,0
1,135054432,0,9777,27,0
0,1507348,0,24794,29,0
0,0,0,13924,30,0
0,0,0,15755,25,0
0,157120093,6,27165,30,0
0,0,0,13924,30,0
0,0,0,21781,28,0
1,1,0,35661,31,0
1,89792920,0,9018,27,0
0,0,0,19204,26,0
1,7052504,0,4057,21,0
0,65536,0,21221,27,0
1,2,0,36749,32,0
0,0,0,2046,29,0
1,30486434,4,17297,26,0
0,0,0,18726,25,0
1,0,0,18783,32,0
0,0,0,13924,30,0
1,327686,0,20772,23,0
1,0,1,21342,23,0
0,0,0,11098,24,0
1,219851912,0,1835,33,0
0,194328976,0,11356,28,0
1,0,0,10953,25,0
1,0,0,13924,31,0
1,188635608,0,5931,22,0
1,1,0,21462,24,0
1,0,0,940,31,0
1,2,0,20303,29,0
1,0,0,13924,31,0
0,0,0,7262,27,0
0,134621336,0,5128,25,0
1,0,0,13924,30,0
1,34224980,0,30931,29,0
1,0,22,18786,24,3
0,0,0,20317,25,0
0,0,0,2004,25,0
1,0,0,35176,24,0
1,0,0,2004,25,0
1,175245834,120,32783,34,0
1,133452401,0,30351,20,0
1,0,0,13924,31,0
0,65536,0,16996,33,0
1,217163709,0,31718,23,0
1,222777504,0,7653,26,0
0,87364483,0,30040,20,0
0,196614,13,21506,34,0
0,0,0,18953,30,0
0,0,0,13924,31,0
1,0,0,13924,31,0
1,102085880,399,31716,22,0
0,0,0,13924,31,0
1,91266634,0,31453,20,0
1,0,0,13905,30,0
0,0,0,18718,25,0
1,160048136,0,6469,24,0
1,0,0,13886,28,0
1,209586388,17,12055,23,0
1,134180893,2375,30033,21,0
0,135472946,0,30039,22,0
0,40351272,0,9636,26,0
1,0,0,10394,30,0
0,223714176,0,5312,26,0
0,0,0,13879,23,0
0,208722212,20,34696,26,0
0,0,0,7264,23,0
0,31785040,0,9542,32,0
0,0,0,247,28,0
0,0,0,17395,28,0
0,0,0,13879,20,0
1,0,0,9024,28,0
1,0,3,21505,33,0
1,0,0,13879,20,0
0,92881980,0,30064,20,0
0,0,0,13879,20,0
0,164233139,0,30040,18,0
0,0,0,18506,25,0
1,201939793,0,31196,20,0
0,89879402,0,30350,17,0
0,0,0,20785,28,0
0,0,0,17370,30,0
1,26702801,0,12044,23,0
1,116897868,0,28145,21,0
0,0,0,914,26,0
0,148615056,0,7653,25,0
1,48454,12,34523,29,0
1,241534767,0,30726,19,0
1,0,0,937,29,0
1,0,0,249,29,0
0,0,0,19826,29,0
1,0,0,13879,19,0
0,0,0,24207,25,0
0,65536,0,18392,31,0
1,61907138,0,28125,22,0
1,0,0,822,30,0
0,0,0,1702,28,0
1,0,0,11659,26,0
0,0,0,1760,25,8
1,178063144,0,6448,22,0
1,0,0,17394,22,0
0,11,0,36744,34,0
1,44097119,51,27207,23,0
1,78298408,0,463,20,0
0,0,0,13879,21,0
1,179427656,0,7635,24,0
0,0,0,13879,22,0
1,235539095,0,2116,24,0
0,0,0,10367,29,0
1,0,0,3689,27,0
1,0,146,18285,31,28
0,0,0,13879,19,0
0,0,0,16089,28,0
0,0,0,13879,23,0
1,12,0,13879,23,0
1,0,0,16991,26,0
0,0,0,13879,22,0
1,0,0,16089,27,0
1,138279758,1150,31242,23,0
1,196608,0,13879,24,0
0,0,0,12067,25,0
0,7,0,13879,18,0
1,30391512,0,2496,25,0
0,23029780,11,32938,26,0
1,15549400,0,4832,24,0
1,0,0,940,33,0
1,0,0,15773,26,0
1,0,1,21058,27,0
0,212572048,0,6713,24,0
0,0,0,1702,29,0
1,144115736,0,9006,26,0
0,0,0,13879,21,0
1,230245184,0,10469,32,0
1,139077376,0,8112,24,0
1,0,0,18718,25,0
0,327698,0,13879,19,0
1,0,0,13879,21,0
0,180447320,0,10492,25,0
0,215142064,0,10470,27,0
1,233303456,0,10441,26,0
1,65536,0,18754,27,0
0,10036816,0,7653,27,0
0,28387864,0,5932,22,0
1,0,0,13879,21,0
0,0,0,15754,25,0
1,23555336,0,3633,19,0
1,0,0,20303,27,0
0,0,0,13879,24,0
1,0,0,17783,26,0
0,0,0,13879,25,0
0,79180432,0,10492,22,0
0,0,0,220,26,0
0,9541792,0,1855,23,0
0,110921952,38,33377,30,0
0,0,0,36240,28,0
1,0,0,941,32,0
0,131073,0,21513,27,0
0,0,0,12066,26,0
1,0,0,10394,31,0
0,0,0,13879,22,0
0,49778504,0,6448,21,0
1,180317928,0,2436,27,0
0,58745119,0,25475,24,0
0,140994664,0,5341,27,0
1,200601578,0,26549,26,0
0,0,0,10973,27,0
0,214349036,0,30040,20,0
0,0,0,17421,31,0
1,64403816,0,6713,25,0
1,0,0,4041,22,0
1,216860176,0,5982,19,0
0,2,0,23958,23,0
0,0,0,10974,24,0
0,3,0,23503,27,0
1,0,0,19874,32,0
0,0,0,19833,29,0
0,0,0,13879,23,0
1,2293778,0,13878,21,0
0,0,0,16994,27,0
1,8,0,13878,24,0
1,0,0,13878,22,0
0,0,0,1735,24,0
0,44022706,6,32940,26,0
0,112018336,192,6651,25,16
1,0,0,23310,30,0
0,0,0,223,27,0
1,0,0,1684,26,0
0,0,0,2044,30,0
1,0,0,20319,27,0
0,0,0,941,27,0
1,0,0,914,26,0
0,0,0,21781,32,0
0,0,0,18003,34,0
1,221335432,0,2435,28,0
0,0,0,939,27,0
0,43842398,0,5351,22,0
1,65536,0,15754,31,0
1,0,0,21460,27,0
0,0,0,247,28,0
0,0,0,13878,23,0
0,0,0,7259,23,0
1,0,0,13878,23,0
1,103376288,0,7635,24,0
1,0,0,13878,25,0
1,65541,0,13878,20,0
1,80396320,0,6708,23,0
1,0,0,13878,23,0
1,0,0,18787,21,0
0,0,0,18242,30,0
1,0,0,18287,22,0
1,207791768,0,5316,30,0
1,223978902,14,29807,28,0
0,0,0,13878,22,0
1,80836712,0,6652,26,0
1,0,0,246,27,0
1,178175752,0,8201,28,0
1,44416887,4,34527,28,0
0,0,0,13878,19,0
0,4,0,37192,22,0
0,0,0,941,27,0
0,0,0,13878,23,0
1,36684664,0,2278,26,0
1,0,0,12248,29,0
1,0,0,13878,24,0
0,134034304,0,6640,23,0
1,0,0,13878,21,0
1,139120548,0,21503,25,0
0,147817104,0,6900,27,0
0,121446540,2,8409,30,0
1,162441633,0,12045,22,0
1,223868050,0,30683,21,0
1,124852352,0,27887,22,0
1,215568368,0,5311,28,0
0,184377408,0,8089,28,0
0,0,0,13878,22,0
1,0,0,18285,30,0
1,83025677,139,34694,26,0
1,0,0,21197,25,0
1,327685,0,13878,23,0
1,0,0,13878,21,0
1,145983512,0,8524,29,0
1,2031634,0,13878,22,0
0,1966119,1,24794,29,0
1,0,0,1280,28,0
1,0,0,13878,21,0
1,110886992,0,2476,27,0
0,48393120,0,6652,34,0
0,1,0,12321,27,0
0,0,0,2964,28,0
1,56641885,0,29312,19,0
0,0,0,22028,25,0
1,174630984,0,8527,21,0
0,117302928,0,8031,20,8
0,141403283,0,6521,19,0
0,0,0,940,32,0
0,0,0,17250,29,0
0,131074,0,17930,22,0
0,0,0,13878,24,0
0,0,0,1684,27,0
1,0,0,15756,22,0
0,194427672,0,9861,30,0
0,0,0,13878,23,0
1,0,0,18716,28,0
1,0,0,1702,28,0
1,0,0,18726,21,0
0,28515700,0,12372,31,0
0,0,0,13878,23,0
0,0,0,13878,21,0
1,63975732,10,29812,33,0
0,138259184,0,9937,28,0
0,0,0,245,27,0
1,0,0,36250,31,0
1,0,0,13877,24,0
0,0,0,18012,24,0
0,112758688,0,6465,30,0
1,125203579,0,30276,18,0
1,147458600,0,9947,27,0
0,2833672,0,6317,23,0
1,0,0,13877,25,0
1,0,0,18118,27,0
1,0,0,16994,26,0
0,0,0,11299,27,0
1,125717904,0,5981,23,0
0,0,0,18836,25,0
1,0,0,18287,22,0
0,0,0,1700,23,0
1,0,0,13877,25,0
0,0,0,1280,29,0
1,0,0,13877,24,0
0,0,0,20771,25,0
0,60982920,0,5100,28,0
0,0,0,13877,25,0
1,0,0,1702,27,0
1,0,0,13877,25,0
0,0,0,21460,34,0
0,74610404,0,30703,22,0
0,0,0,20317,33,0
0,0,0,13877,25,0
0,61434256,0,5035,21,0
1,0,0,24207,22,0
1,1,0,21462,27,0
1,0,0,18405,31,0
0,0,0,18286,25,0
0,65537,0,24463,25,0
0,0,0,11331,26,0
0,1376285,0,16641,23,0
1,0,0,19205,30,0
0,196609,233,18287,26,6
0,238225377,177,24698,19,4
1,29937160,0,5035,23,0
1,15575368,0,7652,26,0
0,0,0,938,30,0
1,210611704,0,27494,23,0
1,0,0,13877,24,0
0,130938574,0,21522,17,0
1,0,0,2044,30,0
1,0,0,18952,29,0
0,0,0,13877,24,0
0,78039270,478,26536,25,1
1,0,0,370,22,0
1,15047928,0,9691,23,0
1,0,0,17613,22,0
1,52921751,0,30906,29,0
1,0,0,1760,27,0
1,0,0,21830,30,4
0,0,0,13877,23,0
0,63109245,0,29509,25,0
1,0,0,17394,24,0
0,0,0,13877,24,0
0,51869383,0,30905,30,0
1,0,0,18287,27,0
1,0,0,20621,28,0
1,19745720,0,6657,22,0
0,0,0,13877,24,0
1,156315086,14,12677,28,0
0,16624248,0,8166,23,0
1,113122240,33,27202,24,0
0,243866808,0,6713,24,0
1,0,0,19876,28,0
1,0,0,13877,24,0
1,131076,0,21513,25,0
0,3518576,0,30709,21,0
1,0,0,1702,24,0
0,0,0,18786,25,0
1,0,0,1703,28,0
1,0,0,1280,27,0
0,184277712,0,487,21,0
1,0,0,13877,24,0
1,100431424,0,4209,25,0
0,70193192,0,9913,30,0
0,0,0,19205,28,0
1,0,0,13877,24,0
1,196609,0,19874,30,0
0,97168608,0,2313,26,0
1,0,0,13877,24,0
1,0,0,13877,24,0
1,211559346,0,5544,25,0
0,122254072,0,1446,28,0
1,71259080,0,5035,19,0
1,0,0,245,27,0
1,0,0,13876,24,0
1,0,9,17418,28,0
1,0,0,17402,29,0
1,0,0,13876,22,0
0,65537,0,8220,28,0
0,0,0,13876,22,0
1,0,0,13876,22,0
0,0,0,13876,22,0
1,112541144,0,29578,24,0
0,0,0,13876,26,0
0,0,0,18785,32,0
0,45603024,0,5932,24,0
1,0,0,13876,25,0
1,14599232,0,5019,28,0
0,0,0,19206,32,0
0,178337928,0,1328,24,0
1,0,0,17402,29,0
0,97257136,0,8500,26,0
0,0,0,13876,21,0
1,0,0,914,28,0
1,0,0,2043,33,0
0,0,0,9993,28,0
0,87169487,49,27184,27,0
0,0,0,20438,31,0
1,0,0,13876,26,0
0,177936720,0,4691,24,0
1,4,0,24463,30,0
1,157730888,0,5128,26,0
1,0,0,16982,27,0
0,0,14,21781,32,0
0,1,0,13876,23,0
0,124912416,0,7661,23,8
1,106263869,0,29934,26,0
0,133979519,0,31727,19,0
0,65536,0,19826,30,0
1,0,0,941,27,0
0,172617336,0,10493,20,0
1,0,0,938,27,0
0,0,0,13876,22,0
1,0,0,16991,23,0
0,79852523,0,30715,17,0
1,0,0,13876,23,0
0,1,0,18596,26,0
1,196609,0,20772,23,0
1,0,0,15755,26,0
1,210863724,0,27544,22,0
1,0,0,10369,29,0
0,1,0,18115,26,0
1,0,0,19826,29,0
1,103440912,0,4835,27,0
1,205998240,32,33773,24,0
0,0,0,13876,24,0
1,46172096,0,5317,24,0
1,0,0,13876,22,0
0,0,0,18242,28,0
0,0,0,16642,24,0
1,0,0,9222,27,0
0,0,0,10976,25,0
0,0,0,18003,31,0
0,0,0,223,29,0
0,0,0,23310,27,0
0,0,0,13876,25,0
1,0,0,10370,30,0
0,44012185,0,31237,26,0
1,0,0,13876,25,0
1,11,0,10422,30,0
1,131859162,8,26897,30,0
1,243027472,0,9777,26,0
1,0,0,11660,29,0
0,0,0,13876,22,0
0,262151,0,15772,25,0
1,0,0,13876,22,0
0,0,0,15754,26,0
1,0,0,13876,24,0
0,0,0,13876,25,0
0,0,0,24548,26,0
0,0,0,938,28,0
0,121980912,0,6223,24,0
0,0,0,18004,35,0
1,35418083,8,27584,24,0
0,0,0,13876,22,0
1,26183645,0,30230,20,0
0,0,0,1760,26,0
0,0,0,18836,28,0
0,0,0,2904,30,0
1,0,0,1685,21,0
1,154609206,0,11010,29,0
1,0,0,936,30,0
1,0,0,7262,26,0
1,0,0,941,30,0
1,98840575,4,34695,25,0
1,0,0,35003,27,0
0,0,0,13876,21,0
1,0,0,1761,28,0
1,0,0,11335,27,0
0,0,0,2004,24,0
0,167365656,0,5065,26,0
1,0,0,1685,28,0
0,458769,0,13876,22,0
1,0,0,13876,21,0
0,155186464,0,4643,27,0
1,0,0,1706,29,0
1,196608,1,21130,34,0
0,0,0,21058,26,0
0,223292600,0,6465,25,0
1,0,0,13876,23,0
0,148062416,0,9911,32,0
0,61375886,0,30041,20,0
1,0,0,17391,24,0
0,33860576,0,29039,24,0
0,135876412,0,30032,21,0
1,120470416,0,8113,22,0
0,1,0,35647,28,0
0,0,0,18392,35,0
0,171493885,0,30923,26,0
0,141789992,0,6472,24,0
1,0,0,13876,25,0
1,41854608,0,7638,23,0
1,0,0,13876,24,0
1,127043664,0,25997,24,0
0,5793864,0,3515,21,0
0,0,0,18836,24,0
0,0,0,17613,23,0
1,0,0,19417,26,0
1,0,0,1685,25,0
1,0,0,220,22,0
1,0,0,362,27,0
1,104029274,0,31349,22,0
0,177932441,0,29331,20,0
0,1,0,13738,24,0
0,0,0,1700,28,0
1,0,0,17614,23,0
0,0,0,1702,24,0
1,0,0,13666,31,0
0,0,0,13666,31,0
0,70235478,0,29721,25,0
1,0,0,10975,27,0
0,0,0,18717,29,0
0,215882848,0,2160,28,0
1,83112378,1855,28481,23,0
1,56121576,9968,5012,31,24
0,0,0,13666,29,0
1,61553007,0,29728,21,0
0,0,0,15754,30,0
1,0,0,1761,28,0
0,7804192,0,6910,22,16
1,95202996,0,29940,23,0
0,0,0,13666,30,0
1,0,0,17390,27,0
0,0,0,2004,24,0
1,175647696,0,5065,24,0
1,2,0,35217,28,0
0,32395368,0,6910,22,0
1,131073,0,18794,22,0
0,36218152,2,972,27,0
1,0,0,21222,27,0
1,91466712,0,31335,25,0
1,199961960,0,5869,29,0
1,138253392,0,8505,20,0
1,8985667,0,29723,24,0
0,83896880,0,6651,26,0
0,1,0,21385,24,0
1,170977272,0,10483,25,0
1,0,0,2905,27,0
0,186372319,0,30042,18,0
0,5,0,22447,22,0
1,202000530,0,31242,22,0
0,26243362,27,26731,26,0
1,0,0,13666,31,0
0,0,0,13666,30,0
0,65543,0,20296,27,0
1,0,0,17930,26,0
1,0,0,3136,23,0
1,0,0,24207,25,0
1,0,0,13666,30,0
0,720930,0,13666,31,0
0,0,0,17156,30,0
0,83315466,0,30345,20,0
1,0,0,17155,29,0
0,0,0,2004,25,0
1,0,0,17838,28,0
0,0,0,17612,27,0
0,0,0,13666,28,0
1,191235627,17,30336,25,0
1,393217,0,24463,26,0
0,1,0,17402,30,0
0,24941264,0,4884,23,0
0,43701121,0,31426,19,0
1,131073,0,19833,28,0
1,0,0,16995,27,0
0,0,0,19953,34,0
1,65537,0,17250,32,0
1,0,0,13666,29,0
1,108339258,0,31570,22,0
0,157729536,0,5340,26,0
0,0,0,935,28,0
0,0,0,13666,30,0
0,156,0,2904,31,1
1,0,0,361,26,0
1,0,0,13666,30,0
1,0,0,936,29,0
0,0,0,1703,23,0
0,0,0,18405,31,0
0,0,0,3689,27,0
1,55873368,0,6639,22,0
0,150959380,0,31222,25,0
0,27649968,0,154,27,0
1,65536,0,23503,30,0
0,0,0,13665,30,0
0,0,0,23205,29,0
0,0,0,20438,27,0
0,133860512,736,9483,26,0
0,0,0,13665,28,0
1,1,0,21454,29,0
0,0,0,248,26,0
1,0,0,16089,33,0
1,228371760,0,10469,30,0
1,231927158,25,34696,23,0
0,113624768,0,463,20,0
1,0,0,1685,27,0
0,131075,0,19263,33,0
1,68860096,0,5019,29,0
1,1,0,22028,26,0
0,147176520,0,5978,26,0
0,168958824,0,9482,26,0
1,208174664,0,8179,25,0
1,111289816,0,6652,22,0
0,0,0,13665,27,0
0,0,0,13665,29,0
0,0,0,1700,24,0
0,75814848,0,2937,23,0
1,2359306,0,20621,25,0
0,0,0,13665,27,0
0,0,0,18393,31,0
0,458754,0,13665,28,0
1,131072,0,13665,27,0
0,188461500,0,10211,28,0
0,0,0,21151,27,0
1,2,0,16991,26,0
0,0,0,361,26,0
1,0,0,13665,29,0
1,33782681,0,25997,27,0
1,0,0,940,29,0
0,138034408,0,9692,24,0
1,143654984,0,9024,20,0
1,94168008,0,8047,23,0
0,122741731,0,31342,20,0
1,3,0,23143,31,0
1,123674992,0,9517,25,0
1,65536,0,15773,29,0
0,0,0,231,28,0
1,130134418,0,16629,18,0
1,0,0,16994,31,0
0,0,0,11660,28,0
1,0,0,19262,33,0
0,0,0,14095,23,0
1,0,0,18117,24,0
1,54731824,0,7637,26,0
1,0,0,1700,29,0
1,135027456,56,2473,30,16
0,0,0,13665,30,0
1,50350272,0,4501,23,0
0,238194416,0,5311,23,0
0,0,0,1702,28,0
0,85336920,0,5019,27,0
0,0,0,15755,27,0
1,0,0,13665,31,0
0,201380209,0,30709,20,0
0,0,0,19414,29,0
0,0,0,11097,28,0
1,0,0,13665,30,0
1,0,0,18405,30,0
1,0,0,18671,26,0
1,65546,0,16994,27,0
1,0,0,939,25,0
0,196150864,0,7170,24,0
0,0,0,220,25,0
1,0,0,17394,24,0
1,0,0,18919,28,0
0,164828240,0,9543,32,0
0,5,0,36754,32,0
1,65537,0,13665,27,0
1,233018936,0,7134,23,0
0,0,2,19276,30,0
1,99304312,192,5965,27,0
1,231873056,0,6652,29,0
1,0,0,13665,28,0
0,0,0,17806,21,0
0,0,0,17421,34,0
0,0,0,21344,24,0
1,65538,0,21059,23,0
0,189092176,0,6652,28,0
0,0,0,13665,31,0
1,167548792,0,6651,26,0
1,0,0,1760,28,0
1,176419783,0,20295,23,0
0,195567691,0,31351,18,0
1,0,0,21455,27,0
1,0,0,15753,26,0
1,0,0,13665,30,0
1,0,0,936,30,0
1,242802920,0,1182,23,0
0,85922989,0,9206,26,0
1,226523776,0,7056,27,0
1,0,0,13665,30,0
0,2,0,13665,27,0
0,68390176,0,6317,27,0
1,207948264,0,5012,29,0
1,21,0,34923,29,0
0,0,0,13665,27,0
0,1,0,34974,30,0
1,160195128,0,9714,31,0
1,76132560,0,8129,22,0
0,65536,0,20621,29,0
1,0,0,13665,30,0
0,786445,0,24463,27,0
1,235505264,0,6652,32,0
0,0,0,13665,31,0
1,73019512,0,5978,25,0
1,136148360,0,2480,30,0
1,0,0,37486,20,0
0,122078406,0,31241,23,0
0,0,0,13665,29,0
0,93816616,0,2279,24,0
1,189804101,0,11291,29,0
1,0,0,1756,28,0
0,60940304,0,6448,21,0
1,0,0,24547,24,0
1,236307392,0,28487,26,0
1,0,0,18726,22,0
1,0,0,22137,27,0
0,0,0,13665,29,0
0,159408086,0,22518,25,0
1,0,0,13665,30,0
0,174203057,0,31444,21,0
0,0,0,11659,23,0
1,68613440,0,9714,29,0
0,458757,0,22447,26,0
1,7213521,1,12642,31,0
0,44014635,325,31240,24,0
1,0,0,21196,25,0
0,0,0,13665,31,0
1,0,0,914,29,0
1,131670824,0,9911,30,0
1,92080056,0,9692,24,8
1,0,0,13665,29,0
1,168095994,555,28146,21,0
0,0,0,1684,26,0
0,143229623,0,30662,22,0
0,0,0,942,28,0
0,2001760,0,12,23,0
1,185868272,0,8155,25,0
1,0,0,914,26,0
1,0,0,1684,26,0
1,0,0,23262,29,0
1,131509128,0,6713,25,0
1,88072608,0,8204,26,0
0,225953906,0,26922,27,0
0,24466272,0,7652,24,0
0,0,0,13665,27,0
0,0,0,13665,28,0
1,0,0,1702,23,0
0,0,0,13665,27,0
0,655370,710,21152,30,5
1,2812316,186,27543,17,0
0,129689056,0,1420,34,0
1,0,0,13665,30,0
1,164795265,0,25334,23,0
0,4971427,0,30931,28,0
0,0,0,18117,28,0
1,0,0,1685,27,0
0,232990880,0,11358,24,0
1,0,0,13665,27,0
1,0,0,22138,28,0
1,65522090,0,28501,16,0
0,48579123,0,28137,19,0
1,214137191,0,6906,24,0
1,0,0,21056,33,0
0,0,0,11030,28,0
1,0,0,11658,29,0
1,0,0,11312,28,0
0,191990295,40,31340,20,0
1,210899128,0,10469,29,0
1,42196275,0,29027,22,0
1,0,0,13619,29,0
0,0,0,13619,30,0
1,179072152,0,8179,25,0
1,0,0,18005,30,0
1,68240288,0,2276,23,0
1,0,0,15749,29,0
0,139526473,0,27630,22,0
1,0,0,13619,29,0
