failure,smart_1_raw,smart_5_raw,smart_9_raw,smart_194_raw,smart_197_raw
0,65537,0,16137,32,0
0,0,0,17042,28,0
0,1,0,17921,22,0
0,0,0,17921,26,0
0,0,0,13594,31,0
0,76378701,0,30721,22,0
0,0,0,14849,27,0
0,0,0,11383,27,0
0,30614496,0,9692,21,0
0,79208660,0,27656,22,0
0,0,0,17854,26,0
0,65536,0,17662,27,0
0,0,0,12730,28,0
0,215570568,0,7682,20,0
0,112601704,0,8246,27,0
0,0,16,11379,30,0
0,192759983,0,25799,22,0
0,154359399,0,11384,23,0
0,215324970,2,32989,30,0
0,0,0,18766,27,0
0,154377176,0,20659,17,0
0,524299,0,11359,28,0
0,0,0,21554,35,0
0,0,0,13291,25,0
0,0,0,12406,24,0
0,1,0,11708,25,0
0,0,0,2030,28,0
0,121275400,0,8202,29,0
0,149640482,0,30781,19,0
0,0,0,19254,34,0
0,0,0,14842,22,0
0,0,0,18440,36,0
0,53700501,0,28502,27,0
0,0,0,1804,25,0
0,0,0,14146,26,0
0,143628144,0,2504,23,0
0,62638291,0,29562,27,0
0,0,0,16691,25,0
0,81250656,0,5067,26,0
0,0,0,1754,25,0
0,0,0,8941,20,0
0,218716676,0,27135,18,0
0,22532944,0,9565,19,0
0,240602383,5,17033,22,0
0,127680912,0,9684,29,0
0,0,0,20833,24,0
0,161489912,0,5360,27,0
0,0,0,14841,27,0
0,143938023,19,34138,29,0
0,210278216,0,6028,20,0
0,0,0,14099,28,0
0,131075,0,19465,23,0
0,219721704,0,9946,28,0
0,8763760,0,6366,28,0
0,164179984,40,4874,27,0
0,0,0,8933,26,0
0,0,0,18165,26,0
0,0,0,990,27,0
0,208253768,0,5153,26,0
0,125763792,0,2360,26,0
0,0,0,18453,34,0
0,0,0,19323,35,0
0,0,0,11347,30,0
0,168246344,0,6514,27,0
0,0,0,24596,26,0
0,62795216,0,2363,25,0
0,0,0,3481,26,0
0,0,0,12402,27,0
0,0,0,19923,27,0
0,0,48,21270,27,0
0,0,0,3480,26,0
0,0,0,279,27,0
0,0,0,8941,21,0
0,18050472,0,6738,25,0
0,0,0,293,28,0
0,0,0,15802,31,0
0,221849544,0,2547,28,0
0,237725063,0,11385,25,0
0,84817592,0,5960,26,0
0,126839397,0,9556,25,0
0,96245223,0,24713,24,0
0,9138772,0,28193,19,0
0,0,0,18807,25,0
0,69188680,0,1350,20,0
0,0,0,2977,24,0
0,0,0,914,27,0
0,0,0,3482,25,0
0,0,0,9019,26,0
0,0,0,17886,28,0
0,0,0,2952,28,0
0,0,0,21104,30,0
0,0,0,12095,28,0
0,0,0,17466,24,0
0,204479808,0,6497,22,0
0,0,0,3529,26,0
0,524292,0,14100,26,0
0,0,0,8628,29,0
0,169849152,0,9692,25,0
0,223605000,0,4733,28,0
0,0,0,17928,27,0
0,0,0,9073,25,0
0,28528223,12,26047,24,0
0,0,359,11347,29,0
0,0,0,19874,29,0
0,114671176,0,9065,28,0
0,0,0,2952,25,0
0,0,0,21271,27,0
0,0,0,12937,21,0
0,0,0,8651,28,0
0,0,0,12374,23,0
0,0,0,21561,27,0
0,8,0,32576,30,0
0,0,0,12380,28,0
0,196616,0,18165,26,0
0,164474724,0,29363,20,0
0,224886328,0,30725,21,0
0,0,0,3529,23,0
0,0,0,3221,27,0
0,0,0,14842,23,0
0,0,0,13594,25,0
0,0,0,16691,28,0
0,138472592,0,6587,20,0
0,196718123,0,30972,28,0
0,12196487,0,30078,21,0
0,126716864,0,6761,25,0
0,0,0,12749,25,0
0,52965425,0,31271,25,0
0,150994848,0,9068,31,0
0,0,0,3818,24,0
0,0,0,18290,30,0
0,0,0,14849,29,0
0,0,0,18645,27,0
0,0,0,12115,25,0
0,100162380,170,27677,23,0
0,0,0,3482,26,0
0,0,0,18768,29,0
0,190420008,0,30782,20,0
0,26390296,0,25612,28,0
0,117470008,0,28501,23,0
0,0,0,14409,24,0
0,0,0,21944,29,0
0,128514360,0,6512,24,0
0,0,0,1732,26,0
0,9168488,0,5068,27,0
0,98171560,0,6364,27,0
0,51936352,0,4827,26,0
0,0,0,8956,27,0
0,185070051,0,30972,26,0
0,0,0,18807,21,0
0,0,0,18172,27,0
0,0,0,4310,25,0
0,155571968,0,7700,19,8
0,0,0,17043,33,0
0,31588768,0,7687,25,0
0,0,0,2479,26,0
0,2,0,22163,34,0
0,0,0,17442,26,0
0,4,0,6646,31,0
0,0,0,8960,26,0
0,5,0,35827,29,0
0,150605048,0,7686,24,0
0,137558512,0,8113,28,0
0,0,0,4335,29,0
0,212776320,0,2671,22,0
0,0,0,21561,27,0
0,0,0,18453,34,0
0,198453064,0,17535,18,0
0,0,0,14099,28,0
0,134450176,0,5363,28,0
0,0,0,2313,31,0
0,65544,0,16137,34,0
0,39022104,0,9564,23,0
0,0,0,17921,21,0
0,0,0,297,25,0
0,0,0,23188,27,0
0,82532401,506,30089,22,0
0,0,0,2884,23,0
0,230522344,0,1704,28,0
0,54106016,0,2545,21,0
0,0,0,18645,24,0
0,195259224,0,9069,32,0
0,117928149,0,29501,25,0
0,0,0,16758,27,0
0,0,0,18834,24,0
0,86981889,0,29088,25,0
0,24746490,1,29861,31,0
0,209536016,0,7700,18,0
0,28278816,0,5382,23,0
0,0,0,8650,29,0
0,0,0,2325,27,0
0,0,0,19462,27,0
0,0,0,965,24,0
0,0,0,5040,28,0
0,0,0,21504,28,0
0,0,0,8631,28,0
0,0,0,8631,28,0
0,186726996,0,10259,29,0
0,0,0,12407,30,0
0,0,0,11359,27,0
0,4,0,35839,28,0
0,0,0,10175,26,91
0,0,0,18453,30,0
0,34645104,0,2363,25,0
0,0,0,2977,25,0
0,45189280,0,12421,28,0
0,7716504,0,5099,28,0
0,0,0,11348,26,0
0,52702800,0,10543,25,0
0,0,0,1809,26,0
0,0,0,11359,27,0
0,0,0,9020,29,0
0,0,0,17045,32,0
0,0,0,18966,27,0
0,203037064,0,9071,24,0
0,0,0,4248,31,0
0,204467904,0,7686,23,0
0,53243223,0,9557,20,0
0,46824048,0,8081,21,0
0,0,0,982,29,0
0,0,0,19923,28,0
0,0,0,18645,27,0
0,20836800,0,5980,23,0
0,115510464,0,9990,27,0
0,393226,1,24842,26,0
0,0,0,12659,26,0
0,0,0,19468,25,0
0,17181168,0,5076,30,0
0,0,0,962,28,0
0,0,0,11706,27,0
0,0,0,35476,30,0
0,0,0,8933,28,0
0,0,0,986,27,0
0,212284150,0,31619,20,0
0,16100654,0,17368,20,0
0,0,0,18333,30,0
0,236224440,0,10490,27,0
0,0,0,13594,29,0
0,0,0,16137,29,0
0,18,0,34965,30,0
0,223375312,0,2523,27,0
0,120804216,0,9740,26,0
0,62675864,0,8609,30,0
0,0,0,8934,24,0
0,0,0,3477,27,0
0,0,0,18883,28,0
0,8,0,37182,29,0
0,0,0,14820,24,0
0,238903896,0,8961,19,0
0,0,0,8650,29,0
0,0,0,15870,30,0
0,205670128,0,6094,29,0
0,53753680,0,31617,22,0
0,0,0,3650,27,0
0,64503048,0,4827,26,0
0,75689152,0,7700,21,0
0,46573008,0,8081,19,0
0,0,0,3503,26,0
0,0,0,14960,26,0
0,0,0,17442,22,0
0,0,0,15074,25,0
0,0,0,21829,31,0
0,0,0,20365,26,0
0,239768928,0,6516,20,0
0,82790115,0,34417,31,0
0,142073664,0,5054,25,0
0,0,0,8940,22,0
0,0,0,13263,22,0
0,0,0,1750,27,0
0,0,0,37709,21,0
0,54992520,0,6026,22,0
0,0,0,19924,25,0
0,0,0,17030,25,0
0,0,0,8628,29,0
0,21553336,0,6013,31,0
0,126243968,0,2484,26,0
0,0,0,17977,27,0
0,167966592,0,9960,25,0
0,22767776,0,6513,28,0
0,0,0,7339,29,0
0,124990616,0,7681,21,0
0,0,34,992,29,0
0,0,0,19254,31,0
0,0,0,23027,26,0
0,10370302,48,34742,25,0
0,171345197,0,31285,26,0
0,230235584,0,8246,22,0
0,101602440,0,9603,29,0
0,57055816,0,5078,26,0
0,0,0,12750,27,0
0,151240979,0,30080,22,0
0,0,0,17831,26,0
0,0,0,14111,29,0
0,0,0,20486,32,0
0,0,0,20366,30,0
0,0,0,19323,31,0
0,150075040,0,6761,21,0
0,161943240,0,2363,27,0
0,0,0,271,29,0
0,0,0,20350,26,0
0,63987370,0,28530,24,0
0,0,0,23357,30,0
0,123981176,0,8162,27,0
0,0,0,14112,26,0
0,0,0,14850,29,0
0,0,0,5939,28,0
0,0,0,6877,22,0
0,0,0,13667,29,0
0,0,0,8630,29,0
0,95518928,0,6513,27,0
0,63585699,0,1494,27,0
0,0,0,13595,30,0
0,105308576,0,2327,26,0
0,1,0,35783,31,0
0,0,0,1733,18,0
0,41182718,10,27935,22,0
0,0,0,279,24,0
0,0,0,1733,25,0
0,198245184,0,5382,26,0
0,7922672,0,4874,23,0
0,80655528,0,6761,24,0
0,178083494,44,29855,30,0
0,0,0,20365,28,0
0,129660856,0,8248,24,0
0,118431384,0,5054,28,0
0,141023048,0,2523,30,0
0,0,0,1566,30,0
0,0,0,11979,23,0
0,215889490,9,34409,28,0
0,0,0,22202,27,0
0,157833199,0,5414,25,0
0,0,0,13292,23,0
0,68608991,8,34742,28,0
0,0,0,1750,23,0
0,0,0,11359,26,0
0,65536,0,18820,25,0
0,186792696,0,5077,28,0
0,41583824,0,8221,28,0
0,1,0,21114,30,0
0,63926568,0,3584,19,0
0,193086817,0,27672,21,0
0,0,0,13662,30,0
0,0,0,16642,27,0
0,0,0,3219,24,0
0,0,0,18440,31,0
0,0,0,9020,29,0
0,0,0,1783,27,0
0,0,0,296,25,0
0,0,0,17831,22,0
0,212951438,0,26586,28,0
0,111883880,0,23206,22,0
0,0,0,11382,23,0
0,0,0,1808,26,0
0,2901408,0,2913,19,0
0,0,0,19311,32,0
0,134578624,0,10259,23,0
0,0,0,17921,26,0
0,0,0,1351,25,0
0,0,0,296,25,0
0,0,0,10469,30,0
0,119727776,0,7219,20,0
0,0,0,15802,26,0
0,112337648,0,25290,29,0
0,57480400,0,2985,25,0
0,121491560,0,8211,25,0
0,210558368,0,6371,26,0
0,0,0,4309,29,0
0,84013696,0,1585,19,0
0,0,0,4294,26,0
0,65539,0,23190,31,0
0,0,0,1751,26,0
0,0,0,14842,26,0
0,0,0,3481,26,0
0,0,0,271,29,0
0,0,0,1750,28,0
0,0,0,12387,27,0
0,0,0,15802,31,0
0,222499232,0,2327,23,0
0,0,0,16136,32,0
0,0,0,12380,28,0
0,0,0,3738,24,0
0,26632511,0,9556,24,0
0,0,0,8628,29,0
0,0,0,293,28,0
0,0,0,19001,25,0
0,0,0,9073,24,0
0,0,0,21508,27,0
0,0,0,8934,27,0
0,81755736,0,5066,24,0
0,28894273,1001,29774,24,0
0,139062800,0,5066,27,0
0,122756459,687,27943,19,0
0,1,1,21102,29,0
0,0,0,3222,26,0
0,0,0,13263,23,0
0,0,0,13594,24,0
0,0,0,21561,28,0
0,0,0,23027,27,0
0,1,0,21554,34,0
0,0,0,18842,23,0
0,0,0,12749,24,0
0,0,0,12939,22,0
0,9570232,0,7700,18,0
0,0,0,19462,29,0
0,0,0,18884,25,0
0,205628331,0,29774,28,0
0,0,0,9017,28,0
0,0,0,4295,23,0
0,1,0,22186,28,0
0,0,3,19923,27,0
0,65536,0,17039,26,0
0,0,0,19310,33,0
0,1,0,22202,24,0
0,1,0,2977,28,0
0,0,0,1750,26,0
0,63350836,171,16191,18,0
0,0,0,10469,28,0
0,65536,0,14433,26,0
1,179621446,645,1566,24,0
0,1,0,19254,28,0
0,0,0,17442,25,0
0,101378568,398,28496,27,0
0,9,0,35034,27,0
0,0,0,987,26,0
0,0,0,7789,27,1042
0,2,0,35005,28,0
0,0,0,2434,29,0
0,215563080,11,26045,17,0
0,0,0,1783,27,0
0,0,0,8956,30,0
0,0,0,17298,32,0
0,0,0,3647,26,0
0,0,0,15073,24,0
0,207677688,0,9585,32,0
0,0,0,17235,29,0
0,0,0,9020,26,0
0,59811352,0,7709,25,0
0,209797622,0,12094,26,0
0,179836872,0,8570,27,8
0,212393623,0,24254,21,0
0,0,0,19001,25,0
0,0,0,4275,29,0
0,0,0,13263,26,0
0,0,0,8933,23,0
0,65537,0,17830,26,0
0,0,0,14232,33,0
0,65536,0,19881,26,0
0,0,0,2480,25,0
0,124055720,0,9803,25,0
0,0,0,18554,24,0
0,129290744,0,8566,28,0
0,166144113,0,29374,21,0
0,0,0,2479,22,0
0,0,0,22070,30,0
0,0,0,17923,28,0
0,233455248,0,7681,23,0
0,0,0,2030,29,0
0,206288256,0,30967,29,0
0,37980464,0,2523,25,0
0,149793348,43,27209,27,0
0,0,0,18768,25,0
0,0,0,8914,23,0
0,0,0,18842,21,0
0,0,0,8955,29,0
0,0,0,18163,26,0
0,145796816,0,31388,21,0
0,0,0,3823,24,0
0,0,0,2548,32,0
0,0,0,18883,28,0
0,0,154,14109,26,0
0,0,0,2280,26,0
0,0,0,10417,29,0
0,0,0,1732,24,0
0,239682155,0,28187,22,0
0,139503240,0,7218,23,0
0,0,0,14849,31,0
0,169405684,0,31382,23,0
0,0,0,3650,27,0
0,0,0,14153,27,0
0,0,0,9646,25,0
0,0,1,21509,26,0
0,0,0,12404,23,0
0,0,0,18440,30,0
0,173306608,0,7709,25,0
0,0,9,17854,24,0
0,0,0,11356,26,0
0,156079120,0,6761,20,0
0,0,0,3647,25,0
0,200675576,0,6588,20,0
0,229655472,0,5076,30,0
0,0,0,19254,33,0
0,0,0,17042,31,0
0,0,0,1946,28,0
0,152695968,0,7701,24,0
0,0,0,2549,23,0
0,191011584,0,5176,25,0
0,0,0,17977,28,0
0,2,0,21504,29,0
0,0,0,1809,27,0
0,0,0,2091,29,0
0,0,0,2883,27,0
0,0,0,35352,26,0
0,11061688,0,1494,28,0
0,167151472,0,6761,26,0
0,0,0,3737,23,0
0,0,0,987,29,0
0,196879184,0,6958,23,0
0,0,0,18050,30,0
0,45224127,0,26045,24,0
0,238809976,0,6520,29,0
0,0,0,2959,28,0
0,87313680,0,7700,23,0
0,0,0,19924,24,0
0,0,0,18972,29,0
0,0,0,3166,24,0
0,192213297,0,31390,23,0
0,174654946,27,14656,18,0
0,8715670,392,27252,24,0
0,219760616,16,27209,30,0
0,0,0,18557,27,0
0,0,0,15821,29,0
0,65635008,0,6520,24,0
0,0,0,17854,25,0
0,0,0,12548,24,0
0,0,0,3477,25,0
0,0,0,11146,24,0
0,0,0,4310,27,0
0,0,0,1788,24,0
0,0,0,14108,28,0
0,50545104,0,4066,23,0
0,22489706,0,30971,27,0
0,0,0,1783,26,0
0,31286976,0,9333,23,16
0,79,0,35818,32,0
0,0,0,15073,30,0
0,0,0,23153,25,0
0,0,0,17921,26,0
0,0,0,3480,26,0
0,94526179,1578,12420,30,0
0,0,0,13927,21,0
0,0,0,17443,27,0
0,0,0,3005,31,0
0,0,0,17977,28,0
0,0,0,12937,24,0
0,0,0,8631,27,0
0,143977470,21,27211,31,0
0,0,0,21504,29,0
0,0,0,1732,27,0
0,0,0,8628,30,0
0,226929331,0,18110,29,0
0,0,0,11358,26,0
0,65536,0,17450,30,0
0,0,0,918,29,0
0,3,14,17854,26,0
0,0,0,11348,28,0
0,5,0,35586,34,0
0,0,0,3221,27,0
0,0,0,3218,27,0
0,0,0,18060,26,0
0,0,0,23253,31,0
0,10,0,11330,28,5
0,0,0,13662,31,0
0,0,0,13594,31,0
0,0,0,962,27,0
0,0,0,16758,28,0
0,0,0,14153,24,0
0,12890632,0,9564,20,0
0,0,0,18802,25,0
0,0,0,17831,23,0
0,41518109,0,21066,19,0
0,0,0,8628,29,0
0,199324296,0,9692,23,0
0,138327009,44,25974,26,0
0,243873160,0,8569,26,0
0,0,0,17923,27,0
0,0,0,17356,33,0
0,1,0,18807,21,0
0,0,0,11706,27,0
0,0,0,20833,28,0
0,3,0,7544,32,0
0,0,0,8651,28,0
0,0,86,18335,28,0
0,65540,0,23191,29,0
0,215136848,0,6687,21,0
0,0,0,990,30,0
0,0,0,15797,28,0
0,0,0,14820,24,0
0,107059283,0,12955,27,0
0,0,0,3221,26,0
0,0,0,13593,29,0
0,0,0,12913,28,0
0,0,0,4108,25,0
0,0,0,2312,24,0
0,0,0,15073,24,0
0,0,0,17662,23,0
0,9676048,0,8158,25,0
0,0,0,17921,22,0
0,0,0,12379,29,0
0,0,3,28154,25,0
0,0,0,8651,28,0
0,191585103,0,31289,21,0
0,0,0,11358,26,0
0,18289229,0,28531,25,0
0,45217994,97,33835,23,0
0,0,0,13595,31,0
0,177740656,0,9962,24,0
0,0,0,1804,24,0
0,178463456,0,7355,21,0
0,327680,0,18453,32,0
0,0,0,20344,27,0
0,199290286,0,23205,23,0
0,188071728,0,6093,31,0
0,9,0,33455,23,0
0,0,0,34924,30,0
0,0,0,17042,27,0
0,244102093,0,30397,20,0
0,0,0,2311,25,0
0,0,0,12702,22,0
0,104520922,0,30971,24,0
0,0,0,18883,28,0
0,0,0,293,28,0
0,0,0,33480,22,0
0,1,0,18835,28,0
0,10,0,35821,27,0
0,0,0,17043,34,0
0,119225039,0,11385,20,0
0,165674040,0,8158,20,0
0,0,0,21106,22,0
0,0,0,19881,30,0
0,124447008,0,2483,27,0
0,0,0,8651,28,0
0,0,0,1750,28,0
0,129530232,0,5076,26,0
0,0,0,3503,24,0
0,0,0,18883,27,0
0,126634360,0,2527,29,0
0,0,0,15870,29,0
0,0,0,15107,26,0
0,38656368,0,9072,22,0
0,0,0,4334,29,0
0,0,0,21179,32,0
0,21,0,11319,26,7
0,214068465,0,28657,21,0
0,5,0,35830,30,0
0,0,0,12408,25,0
0,9045031,423,33000,30,0
0,0,0,19874,28,0
0,0,0,18453,35,0
0,0,0,989,28,0
0,0,0,12115,25,0
0,224298416,0,5978,22,0
0,242177019,0,12094,26,0
0,0,0,13594,31,0
0,66093861,0,26974,20,0
0,182501472,0,6656,23,0
0,0,0,13662,26,0
0,209765383,3,27209,27,0
0,0,0,2954,29,0
0,0,0,36295,26,0
0,0,0,17450,30,0
0,0,0,18807,26,0
0,68650480,0,2164,29,0
0,188957728,0,2327,24,0
0,92143936,0,5175,21,0
0,196608,0,18554,25,0
0,0,0,13972,30,0
0,0,0,11976,19,1
0,0,0,8914,27,0
0,196548736,0,6028,20,0
0,142254533,0,24901,26,0
0,0,2,17662,24,0
0,174239589,0,4599,26,0
0,0,0,18335,26,0
0,0,0,19311,29,0
0,199182809,0,1494,27,0
0,0,0,18835,24,0
0,0,0,8935,24,0
0,0,39,18033,29,1
0,25717920,0,6761,20,0
0,0,0,17662,25,0
0,14284716,0,31382,23,0
0,0,0,20351,30,0
0,22946708,0,2914,18,0
0,0,0,11708,27,0
0,0,0,2479,26,0
0,229981440,0,9824,26,0
0,183731504,0,10541,25,0
0,164160224,0,9531,26,0
0,0,0,18163,30,0
0,2,0,35782,31,0
0,0,0,8671,31,0
0,0,1,17469,33,0
0,0,0,989,30,0
0,0,19,21501,23,0
0,0,0,13714,31,0
0,0,0,18453,35,0
0,0,0,989,27,0
0,65536,0,24255,26,0
0,0,0,9073,30,0
0,0,0,11383,24,0
0,150150736,0,10489,21,0
0,174379832,0,6699,26,0
0,133583024,0,6700,28,0
